seu_id,seu_name,case_plant_id,baseline_duty_expression,actual_duty_expression,target_duty_expression,active,seu_category,energy_source,seu_display_name,benefit_factor,enpi_expression,gain_expression,baseline_duty_expression_gjph,actual_duty_expression_gjph,target_duty_expression_gjph
88,KM-7202B,6,0.365087*[Air_Compressor_Motor_B_Status_actual],[Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual],[Air_Compressor_Motor_B_Status_optimum] * [Sp_En_KM_7202B_optimum],1,Compressor,Electricity,U&O Air Compressor-B,[Power_Rate_actual],"if(([Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual])==([Air_Compressor_Motor_B_Status_optimum] * [Sp_En_KM_7202B_optimum]),0,(([Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual]*[Air_compressor_B_Discharge_flow_actual])-([Air_Compressor_Motor_B_Status_optimum] * [Sp_En_KM_7202B_optimum]*[Air_compressor_B_Discharge_flow_optimum])))",(0.365087*[Air_Compressor_Motor_B_Status_actual]*[Air_compressor_B_Discharge_flow_actual])-([Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual]*[Air_compressor_B_Discharge_flow_actual]),0.365087*[Air_Compressor_Motor_B_Status_actual]*[Air_compressor_B_Discharge_flow_actual],[Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual]*[Air_compressor_B_Discharge_flow_actual],"if([Air_Compressor_Motor_B_Status_optimum] * [Sp_En_KM_7202B_optimum]*[Air_compressor_B_Discharge_flow_optimum]>[Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual]*[Air_compressor_B_Discharge_flow_actual],[Air_Compressor_Motor_B_Status_actual] * [Sp_En_KM_7202B_actual]*[Air_compressor_B_Discharge_flow_actual],[Air_Compressor_Motor_B_Status_optimum] * [Sp_En_KM_7202B_optimum]*[Air_compressor_B_Discharge_flow_optimum])"
89,KM-7202C,6,0.394864*[Air_Compressor_Motor_C_Status_actual],[Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual],[Air_Compressor_Motor_C_Status_optimum] * [Sp_En_KM_7202C_optimum],1,Compressor,Electricity,U&O Air Compressor-C,[Power_Rate_actual],"if(([Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual])==([Air_Compressor_Motor_C_Status_optimum] * [Sp_En_KM_7202C_optimum]),0,(([Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual]*[Air_compressor_C_Discharge_flow_actual])-([Air_Compressor_Motor_C_Status_optimum] * [Sp_En_KM_7202C_optimum]*[Air_compressor_C_Discharge_flow_optimum])))",(0.394864*[Air_Compressor_Motor_C_Status_actual]*[Air_compressor_C_Discharge_flow_actual])-([Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual]*[Air_compressor_C_Discharge_flow_actual]),0.394864*[Air_Compressor_Motor_C_Status_actual]*[Air_compressor_C_Discharge_flow_actual],[Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual]*[Air_compressor_C_Discharge_flow_actual],"if([Air_Compressor_Motor_C_Status_optimum] * [Sp_En_KM_7202C_optimum]*[Air_compressor_C_Discharge_flow_optimum]>[Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual]*[Air_compressor_C_Discharge_flow_actual],[Air_Compressor_Motor_C_Status_actual] * [Sp_En_KM_7202C_actual]*[Air_compressor_C_Discharge_flow_actual],[Air_Compressor_Motor_C_Status_optimum] * [Sp_En_KM_7202C_optimum]*[Air_compressor_C_Discharge_flow_optimum])"
90,PK-5020,9,0.405381*[PK_5020_status_actual],[PK_5020_status_actual] * [Sp_En_PK_5020_actual],"if(([PK_5020_status_optimum] * [Sp_En_PK_5020_optimum]-[PK_5020_status_actual] * [Sp_En_PK_5020_actual])>0.02,[PK_5020_status_actual] * [Sp_En_PK_5020_actual],[PK_5020_status_optimum] * [Sp_En_PK_5020_optimum])",1,Compressor,Electricity,CO2 Raw Gas Compressor,[Power_Rate_actual],"if(([PK_5020_status_actual] * [Sp_En_PK_5020_actual])==(if(([PK_5020_status_optimum] * [Sp_En_PK_5020_optimum])>([PK_5020_status_actual] * [Sp_En_PK_5020_actual]),[PK_5020_status_actual] * [Sp_En_PK_5020_actual],[PK_5020_status_optimum] * [Sp_En_PK_5020_optimum])),0,(if((([PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual])-([PK_5020_status_optimum] * [Sp_En_PK_5020_optimum]*[Process_flow_of_PK_5020_t_hr_optimum]))<0,0,([PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual])-([PK_5020_status_optimum] * [Sp_En_PK_5020_optimum]*[Process_flow_of_PK_5020_t_hr_optimum]))))",(0.405381*[PK_5020_status_actual]*[Process_flow_of_PK_5020_t_hr_actual])-([PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual]),0.405381*[PK_5020_status_actual]*[Process_flow_of_PK_5020_t_hr_actual],[PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual],"if([PK_5020_status_optimum] * [Sp_En_PK_5020_optimum]*[Process_flow_of_PK_5020_t_hr_optimum]>[PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual],[PK_5020_status_actual] * [Sp_En_PK_5020_actual]*[Process_flow_of_PK_5020_t_hr_actual],[PK_5020_status_optimum] * [Sp_En_PK_5020_optimum]*[Process_flow_of_PK_5020_t_hr_optimum])"
91,PK-5070,9,0.133119*[PK_5070_status_actual],[PK_5070_status_actual] * [Sp_En_PK_5070_actual],"if(([PK_5070_status_optimum] * [Sp_En_PK_5070_optimum]-[PK_5070_status_actual] * [Sp_En_PK_5070_actual])>0.02,[PK_5070_status_actual] * [Sp_En_PK_5070_actual],[PK_5070_status_optimum] * [Sp_En_PK_5070_optimum])",1,Compressor,Electricity,CO2 Product Compressor,[Power_Rate_actual],"if(([PK_5070_status_actual] * [Sp_En_PK_5070_actual])==(if(([PK_5070_status_optimum] * [Sp_En_PK_5070_optimum])>([PK_5070_status_actual] * [Sp_En_PK_5070_actual]),[PK_5070_status_actual] * [Sp_En_PK_5070_actual],[PK_5070_status_optimum] * [Sp_En_PK_5070_optimum])),0,(if((([PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual])-([PK_5070_status_optimum] * [Sp_En_PK_5070_optimum]*[K_5071_Dis_Flow_t_hr_optimum]))<0,0,([PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual])-([PK_5070_status_optimum] * [Sp_En_PK_5070_optimum]*[K_5071_Dis_Flow_t_hr_optimum]))))",(0.133119*[PK_5070_status_actual]*[K_5071_Dis_Flow_t_hr_actual])-([PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual]),0.133119*[PK_5070_status_actual]*[K_5071_Dis_Flow_t_hr_actual],[PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual],"if([PK_5070_status_optimum] * [Sp_En_PK_5070_optimum]*[K_5071_Dis_Flow_t_hr_optimum]>[PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual],[PK_5070_status_actual] * [Sp_En_PK_5070_actual]*[K_5071_Dis_Flow_t_hr_actual],[PK_5070_status_optimum] * [Sp_En_PK_5070_optimum]*[K_5071_Dis_Flow_t_hr_optimum])"
92,KT-7202A,6,0.561534*[Air_Compressor_Turbine_A_Status_actual],[Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual],[Air_Compressor_Turbine_A_Status_optimum] * [Sp_En_KT_7202A_optimum],1,Compressor,Steam,U&O Air Compressor-A,[HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual]),"if(([Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual])==([Air_Compressor_Turbine_A_Status_optimum] * [Sp_En_KT_7202A_optimum]),0,(([Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual]*[Air_compressor_A_Discharge_flow_actual])-([Air_Compressor_Turbine_A_Status_optimum] * [Sp_En_KT_7202A_optimum]*[Air_compressor_A_Discharge_flow_optimum])))",(0.561534*[Air_Compressor_Turbine_A_Status_actual]*[Air_compressor_A_Discharge_flow_actual])-([Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual]*[Air_compressor_A_Discharge_flow_actual]),0.561534*[Air_Compressor_Turbine_A_Status_actual]*[Air_compressor_A_Discharge_flow_actual],[Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual]*[Air_compressor_A_Discharge_flow_actual],"if([Air_Compressor_Turbine_A_Status_optimum] * [Sp_En_KT_7202A_optimum]*[Air_compressor_A_Discharge_flow_optimum]>[Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual]*[Air_compressor_A_Discharge_flow_actual],[Air_Compressor_Turbine_A_Status_actual] * [Sp_En_KT_7202A_actual]*[Air_compressor_A_Discharge_flow_actual],[Air_Compressor_Turbine_A_Status_optimum] * [Sp_En_KT_7202A_optimum]*[Air_compressor_A_Discharge_flow_optimum])"
93,KT-7202D,6,0.520177*[Air_Compressor_Turbine_D_Status_actual],[Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual],[Air_Compressor_Turbine_D_Status_optimum] * [Sp_En_KT_7202D_optimum],1,Compressor,Steam,U&O Air Compressor-D,[HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual]),"if(([Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual])==([Air_Compressor_Turbine_D_Status_optimum] * [Sp_En_KT_7202D_optimum]),0,(([Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual]*[Air_compressor_D_Discharge_flow_actual])-([Air_Compressor_Turbine_D_Status_optimum] * [Sp_En_KT_7202D_optimum]*[Air_compressor_D_Discharge_flow_optimum])))",(0.520177*[Air_Compressor_Turbine_D_Status_actual]*[Air_compressor_D_Discharge_flow_actual])-([Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual]*[Air_compressor_D_Discharge_flow_actual]),0.520177*[Air_Compressor_Turbine_D_Status_actual]*[Air_compressor_D_Discharge_flow_actual],[Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual]*[Air_compressor_D_Discharge_flow_actual],"if([Air_Compressor_Turbine_D_Status_optimum] * [Sp_En_KT_7202D_optimum]*[Air_compressor_D_Discharge_flow_optimum]>[Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual]*[Air_compressor_D_Discharge_flow_actual],[Air_Compressor_Turbine_D_Status_actual] * [Sp_En_KT_7202D_actual]*[Air_compressor_D_Discharge_flow_actual],[Air_Compressor_Turbine_D_Status_optimum] * [Sp_En_KT_7202D_optimum]*[Air_compressor_D_Discharge_flow_optimum])"
94,V-7101A,6,0.14067*[V_7101A_Status_actual],[V_7101A_Status_actual] * [Sp_En_V_7101A_actual],[V_7101A_Status_optimum] * [Sp_En_V_7101A_optimum],1,Deaerator,Steam,U&O Deaerator-A,([LP_Steam_Cost_actual] / ([LP_Steam_Enthalpy_actual] - [BFW_Enthalpy_actual])) * (1000/4.184),"if(([V_7101A_Status_actual] * [Sp_En_V_7101A_actual])==([V_7101A_Status_optimum] * [Sp_En_V_7101A_optimum]),0,(([V_7101A_Status_actual] * [Sp_En_V_7101A_actual]*[Total_Flow_to_Deareator_A_t_hr_actual])-([V_7101A_Status_optimum] * [Sp_En_V_7101A_optimum]*[Total_Flow_to_Deareator_A_t_hr_optimum])))",(0.14067*[V_7101A_Status_actual]*[Total_Flow_to_Deareator_A_t_hr_actual])-([V_7101A_Status_actual] * [Sp_En_V_7101A_actual]*[Total_Flow_to_Deareator_A_t_hr_actual]),0.14067*[V_7101A_Status_actual]*[Total_Flow_to_Deareator_A_t_hr_actual],[V_7101A_Status_actual] * [Sp_En_V_7101A_actual]*[Total_Flow_to_Deareator_A_t_hr_actual],"if([V_7101A_Status_optimum] * [Sp_En_V_7101A_optimum]*[Total_Flow_to_Deareator_A_t_hr_optimum]>[V_7101A_Status_actual] * [Sp_En_V_7101A_actual]*[Total_Flow_to_Deareator_A_t_hr_actual],[V_7101A_Status_actual] * [Sp_En_V_7101A_actual]*[Total_Flow_to_Deareator_A_t_hr_actual],[V_7101A_Status_optimum] * [Sp_En_V_7101A_optimum]*[Total_Flow_to_Deareator_A_t_hr_optimum])"
95,V-7101B,6,0.250449*[V_7101B_Status_actual],[V_7101B_Status_actual] * [Sp_En_V_7101B_actual],[V_7101B_Status_optimum] * [Sp_En_V_7101B_optimum],1,Deaerator,Steam,U&O Deaerator-B,([LP_Steam_Cost_actual] / ([LP_Steam_Enthalpy_actual] - [BFW_Enthalpy_actual])) * (1000/4.184),"if(([V_7101B_Status_actual] * [Sp_En_V_7101B_actual])==([V_7101B_Status_optimum] * [Sp_En_V_7101B_optimum]),0,(([V_7101B_Status_actual] * [Sp_En_V_7101B_actual]*[Total_Flow_to_Deareator_B_t_hr_actual])-([V_7101B_Status_optimum] * [Sp_En_V_7101B_optimum]*[Total_Flow_to_Deareator_B_t_hr_optimum])))",(0.250449*[V_7101B_Status_actual]*[Total_Flow_to_Deareator_B_t_hr_actual])-([V_7101B_Status_actual] * [Sp_En_V_7101B_actual]*[Total_Flow_to_Deareator_B_t_hr_actual]),0.250449*[V_7101B_Status_actual]*[Total_Flow_to_Deareator_B_t_hr_actual],[V_7101B_Status_actual] * [Sp_En_V_7101B_actual]*[Total_Flow_to_Deareator_B_t_hr_actual],"if([V_7101B_Status_optimum] * [Sp_En_V_7101B_optimum]*[Total_Flow_to_Deareator_B_t_hr_optimum]>[V_7101B_Status_actual] * [Sp_En_V_7101B_actual]*[Total_Flow_to_Deareator_B_t_hr_actual],[V_7101B_Status_actual] * [Sp_En_V_7101B_actual]*[Total_Flow_to_Deareator_B_t_hr_actual],[V_7101B_Status_optimum] * [Sp_En_V_7101B_optimum]*[Total_Flow_to_Deareator_B_t_hr_optimum])"
96,PM-7102A,6,0.020733*[VHP_BFW_A_Motor_Status_actual],[VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual],[VHP_BFW_A_Motor_Status_optimum] * [Sp_En_PM_7102A_optimum],1,Pump,Electricity,U&O VHP BFW Pump-A,[Power_Rate_actual],"if(([VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual])==([VHP_BFW_A_Motor_Status_optimum] * [Sp_En_PM_7102A_optimum]),0,(([VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual])-([VHP_BFW_A_Motor_Status_optimum] * [Sp_En_PM_7102A_optimum]*[VHP_BFW_A_Discharge_flow_t_hr_optimum])))",(0.020733*[VHP_BFW_A_Motor_Status_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual])-([VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual]),0.020733*[VHP_BFW_A_Motor_Status_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual],[VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual],"if([VHP_BFW_A_Motor_Status_optimum] * [Sp_En_PM_7102A_optimum]*[VHP_BFW_A_Discharge_flow_t_hr_optimum]>[VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual],[VHP_BFW_A_Motor_Status_actual] * [Sp_En_PM_7102A_actual]*[VHP_BFW_A_Discharge_flow_t_hr_actual],[VHP_BFW_A_Motor_Status_optimum] * [Sp_En_PM_7102A_optimum]*[VHP_BFW_A_Discharge_flow_t_hr_optimum])"
97,PM-7103A,6,0.012157*[BFW_A_Motor_Status_actual],[BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual],[BFW_A_Motor_Status_optimum] * [Sp_En_PM_7103A_optimum],1,Pump,Electricity,U&O BFW Pump-A,[Power_Rate_actual],"if(([BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual])==([BFW_A_Motor_Status_optimum] * [Sp_En_PM_7103A_optimum]),0,(([BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual]*[Process_flow_of_PM_7103A_actual])-([BFW_A_Motor_Status_optimum] * [Sp_En_PM_7103A_optimum]*[Process_flow_of_PM_7103A_optimum])))",(0.012157*[BFW_A_Motor_Status_actual]*[Process_flow_of_PM_7103A_actual])-([BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual]*[Process_flow_of_PM_7103A_actual]),0.012157*[BFW_A_Motor_Status_actual]*[Process_flow_of_PM_7103A_actual],[BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual]*[Process_flow_of_PM_7103A_actual],"if([BFW_A_Motor_Status_optimum] * [Sp_En_PM_7103A_optimum]*[Process_flow_of_PM_7103A_optimum]>[BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual]*[Process_flow_of_PM_7103A_actual],[BFW_A_Motor_Status_actual] * [Sp_En_PM_7103A_actual]*[Process_flow_of_PM_7103A_actual],[BFW_A_Motor_Status_optimum] * [Sp_En_PM_7103A_optimum]*[Process_flow_of_PM_7103A_optimum])"
98,PM-7103D,6,0.011288*[BFW_D_Motor_Status_actual],[BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual],[BFW_D_Motor_Status_optimum] * [Sp_En_PM_7103D_optimum],1,Pump,Electricity,U&O BFW Pump-D,[Power_Rate_actual],"if(([BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual])==([BFW_D_Motor_Status_optimum] * [Sp_En_PM_7103D_optimum]),0,(([BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual]*[Process_flow_of_PM_7103D_actual])-([BFW_D_Motor_Status_optimum] * [Sp_En_PM_7103D_optimum]*[Process_flow_of_PM_7103D_optimum])))",(0.011288*[BFW_D_Motor_Status_actual]*[Process_flow_of_PM_7103D_actual])-([BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual]*[Process_flow_of_PM_7103D_actual]),0.011288*[BFW_D_Motor_Status_actual]*[Process_flow_of_PM_7103D_actual],[BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual]*[Process_flow_of_PM_7103D_actual],"if([BFW_D_Motor_Status_optimum] * [Sp_En_PM_7103D_optimum]*[Process_flow_of_PM_7103D_optimum]>[BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual]*[Process_flow_of_PM_7103D_actual],[BFW_D_Motor_Status_actual] * [Sp_En_PM_7103D_actual]*[Process_flow_of_PM_7103D_actual],[BFW_D_Motor_Status_optimum] * [Sp_En_PM_7103D_optimum]*[Process_flow_of_PM_7103D_optimum])"
99,PM-7103F,6,0.014128*[BFW_F_Motor_Status_actual],[BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual],[BFW_F_Motor_Status_optimum] * [Sp_En_PM_7103F_optimum],1,Pump,Electricity,U&O BFW Pump-F,[Power_Rate_actual],"if(([BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual])==([BFW_F_Motor_Status_optimum] * [Sp_En_PM_7103F_optimum]),0,(([BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual]*[Process_flow_of_PM_7103F_actual])-([BFW_F_Motor_Status_optimum] * [Sp_En_PM_7103F_optimum]*[Process_flow_of_PM_7103F_optimum])))",(0.014128*[BFW_F_Motor_Status_actual]*[Process_flow_of_PM_7103F_actual])-([BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual]*[Process_flow_of_PM_7103F_actual]),0.014128*[BFW_F_Motor_Status_actual]*[Process_flow_of_PM_7103F_actual],[BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual]*[Process_flow_of_PM_7103F_actual],"if([BFW_F_Motor_Status_optimum] * [Sp_En_PM_7103F_optimum]*[Process_flow_of_PM_7103F_optimum]>[BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual]*[Process_flow_of_PM_7103F_actual],[BFW_F_Motor_Status_actual] * [Sp_En_PM_7103F_actual]*[Process_flow_of_PM_7103F_actual],[BFW_F_Motor_Status_optimum] * [Sp_En_PM_7103F_optimum]*[Process_flow_of_PM_7103F_optimum])"
100,PT-7102B,6,0.029998*[VHP_BFW_B_Turb_Status_actual],[VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual],[VHP_BFW_B_Turb_Status_optimum] * [Sp_En_PT_7102B_optimum],1,Pump,Steam,U&O VHP BFW Pump-B,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual])==([VHP_BFW_B_Turb_Status_optimum] * [Sp_En_PT_7102B_optimum]),0,(([VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual])-([VHP_BFW_B_Turb_Status_optimum] * [Sp_En_PT_7102B_optimum]*[VHP_BFW_B_Discharge_flow_t_hr_optimum])))",(0.029998*[VHP_BFW_B_Turb_Status_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual])-([VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual]),0.029998*[VHP_BFW_B_Turb_Status_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual],[VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual],"if([VHP_BFW_B_Turb_Status_optimum] * [Sp_En_PT_7102B_optimum]*[VHP_BFW_B_Discharge_flow_t_hr_optimum]>[VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual],[VHP_BFW_B_Turb_Status_actual] * [Sp_En_PT_7102B_actual]*[VHP_BFW_B_Discharge_flow_t_hr_actual],[VHP_BFW_B_Turb_Status_optimum] * [Sp_En_PT_7102B_optimum]*[VHP_BFW_B_Discharge_flow_t_hr_optimum])"
101,PT-7102C,6,0.030859*[VHP_BFW_C_Turb_Status_actual],[VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual],[VHP_BFW_C_Turb_Status_optimum] * [Sp_En_PT_7102C_optimum],1,Pump,Steam,U&O VHP BFW Pump-C,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual])==([VHP_BFW_C_Turb_Status_optimum] * [Sp_En_PT_7102C_optimum]),0,(([VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual])-([VHP_BFW_C_Turb_Status_optimum] * [Sp_En_PT_7102C_optimum]*[VHP_BFW_C_Discharge_flow_t_hr_optimum])))",(0.030859*[VHP_BFW_C_Turb_Status_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual])-([VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual]),0.030859*[VHP_BFW_C_Turb_Status_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual],[VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual],"if([VHP_BFW_C_Turb_Status_optimum] * [Sp_En_PT_7102C_optimum]*[VHP_BFW_C_Discharge_flow_t_hr_optimum]>[VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual],[VHP_BFW_C_Turb_Status_actual] * [Sp_En_PT_7102C_actual]*[VHP_BFW_C_Discharge_flow_t_hr_actual],[VHP_BFW_C_Turb_Status_optimum] * [Sp_En_PT_7102C_optimum]*[VHP_BFW_C_Discharge_flow_t_hr_optimum])"
102,PT-7103B,6,0.017282*[BFW_B_Turb_Status_actual],[BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual],[BFW_B_Turb_Status_optimum] * [Sp_En_PT_7103B_optimum],1,Pump,Steam,U&O BFW Pump-B,([HP_Steam_Cost_actual] / ([HP_Steam_Enthalpy_actual] - [LP_Steam_Enthalpy_actual])) * (1000/4.184),"if(([BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual])==([BFW_B_Turb_Status_optimum] * [Sp_En_PT_7103B_optimum]),0,(([BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual]*[Process_flow_of_PT_7103B_actual])-([BFW_B_Turb_Status_optimum] * [Sp_En_PT_7103B_optimum]*[Process_flow_of_PT_7103B_optimum])))",(0.017282*[BFW_B_Turb_Status_actual]*[Process_flow_of_PT_7103B_actual])-([BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual]*[Process_flow_of_PT_7103B_actual]),0.017282*[BFW_B_Turb_Status_actual]*[Process_flow_of_PT_7103B_actual],[BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual]*[Process_flow_of_PT_7103B_actual],"if([BFW_B_Turb_Status_optimum] * [Sp_En_PT_7103B_optimum]*[Process_flow_of_PT_7103B_optimum]>[BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual]*[Process_flow_of_PT_7103B_actual],[BFW_B_Turb_Status_actual] * [Sp_En_PT_7103B_actual]*[Process_flow_of_PT_7103B_actual],[BFW_B_Turb_Status_optimum] * [Sp_En_PT_7103B_optimum]*[Process_flow_of_PT_7103B_optimum])"
