action_type,priority,element_path,leaf_element,attribute_name,uom,blocks_minlp_tag,hierarchy_template_for,note
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Motor Current,A,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Speed,rpm,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Vibration,,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Bearing Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Discharge Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Inlet Damper Opening,percent,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Motor Current,A,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Speed,rpm,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Vibration,,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Bearing Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Discharge Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Inlet Damper Opening,percent,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Motor Current,A,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Speed,rpm,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Vibration,,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Bearing Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Discharge Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Inlet Damper Opening,percent,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Motor Current,A,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Speed,rpm,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Vibration,,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
